"player_id","runs","is_home","opp_strength","format","age","season"
"Player_003",91,0,0.372,"T20",32.82,"P003_02"
"Player_003",9,1,0.632,"Test",32.86,"P003_02"
"Player_003",6,1,0.336,"T20",32.75,"P003_02"
"Player_003",12,0,0.843,"ODI",32.86,"P003_03"
"Player_003",7,1,0.81,"T20",33.1,"P003_03"
"Player_003",20,1,0.849,"Test",33,"P003_03"
"Player_003",14,1,0.241,"T20",33.18,"P003_03"
"Player_003",47,0,0.4,"Test",33.13,"P003_03"
"Player_003",2,0,0.732,"ODI",33.24,"P003_03"
"Player_003",17,0,0.546,"Test",33,"P003_03"
"Player_003",9,1,0.582,"ODI",32.96,"P003_03"
"Player_003",16,0,0.488,"T20",33.48,"P003_03"
"Player_003",17,0,0.407,"ODI",33.15,"P003_03"
"Player_003",26,1,0.849,"ODI",33.34,"P003_04"
"Player_003",20,1,0.542,"ODI",33.08,"P003_04"
"Player_003",6,1,0.233,"T20",33.39,"P003_04"
"Player_003",6,1,0.49,"T20",33.45,"P003_04"
"Player_003",4,0,0.577,"T20",33.47,"P003_04"
"Player_003",70,1,0.275,"ODI",33.23,"P003_04"
"Player_003",9,0,0.552,"ODI",33.11,"P003_04"
"Player_003",8,0,0.839,"T20",33.41,"P003_04"
"Player_003",12,1,0.854,"Test",33.17,"P003_04"
"Player_003",52,1,0.948,"T20",33.19,"P003_04"
"Player_003",14,0,0.533,"T20",33.27,"P003_05"
"Player_003",5,1,0.797,"ODI",33.45,"P003_05"
"Player_003",33,0,0.327,"Test",33.51,"P003_05"
"Player_003",8,0,0.573,"T20",33.32,"P003_05"
"Player_003",6,0,0.874,"ODI",33.43,"P003_05"
"Player_003",4,1,0.941,"ODI",33.42,"P003_05"
"Player_003",2,0,0.95,"ODI",33.36,"P003_05"
"Player_003",12,1,0.631,"T20",33.52,"P003_05"
"Player_003",29,0,0.883,"T20",33.36,"P003_05"
"Player_003",14,1,0.782,"Test",33.47,"P003_05"
"Player_004",11,0,0.671,"T20",26.99,"P004_01"
"Player_004",13,0,0.268,"ODI",27.16,"P004_01"
"Player_004",30,0,0.299,"T20",26.98,"P004_01"
"Player_004",50,0,0.393,"ODI",27.3,"P004_01"
"Player_004",30,1,0.922,"Test",27.06,"P004_01"
"Player_004",8,1,0.925,"T20",27.25,"P004_01"
"Player_004",20,0,0.398,"Test",27.2,"P004_01"
"Player_004",38,1,0.281,"Test",27.37,"P004_01"
"Player_004",13,1,0.886,"Test",27.54,"P004_01"
"Player_004",19,1,0.288,"Test",27.54,"P004_01"
"Player_004",13,0,0.491,"ODI",27.62,"P004_02"
"Player_004",1,1,0.662,"ODI",27.57,"P004_02"
"Player_004",48,1,0.534,"Test",27.7,"P004_02"
"Player_004",12,1,0.245,"ODI",27.53,"P004_02"
"Player_004",2,1,0.269,"Test",27.54,"P004_02"
"Player_004",4,0,0.942,"T20",27.39,"P004_02"
"Player_004",6,0,0.64,"Test",27.5,"P004_02"
"Player_004",13,0,0.282,"Test",27.74,"P004_02"
"Player_004",41,0,0.642,"Test",27.79,"P004_02"
"Player_004",25,0,0.557,"ODI",28.01,"P004_02"
"Player_004",22,0,0.909,"Test",27.71,"P004_03"
"Player_004",3,0,0.246,"ODI",27.86,"P004_03"
"Player_004",10,1,0.255,"Test",28.12,"P004_03"
"Player_004",30,1,0.486,"T20",27.88,"P004_03"
"Player_004",74,1,0.274,"T20",27.72,"P004_03"
"Player_004",32,1,0.699,"ODI",28.2,"P004_03"
"Player_004",10,0,0.27,"Test",28.11,"P004_03"
"Player_004",10,1,0.703,"ODI",27.73,"P004_03"
"Player_004",15,1,0.851,"T20",28.07,"P004_03"
"Player_004",14,0,0.316,"ODI",28.35,"P004_03"
"Player_004",36,1,0.286,"ODI",28.26,"P004_04"
"Player_004",5,0,0.657,"T20",28.52,"P004_04"
"Player_004",53,1,0.891,"ODI",28.44,"P004_04"
"Player_004",6,0,0.756,"Test",28.17,"P004_04"
"Player_004",21,1,0.515,"ODI",28.38,"P004_04"
"Player_004",10,0,0.863,"Test",28.36,"P004_04"
"Player_004",9,0,0.404,"T20",28.56,"P004_04"
"Player_004",20,0,0.459,"Test",28.49,"P004_04"
"Player_004",23,1,0.595,"ODI",28.59,"P004_04"
"Player_004",36,0,0.773,"ODI",28.52,"P004_04"
"Player_004",1,1,0.599,"Test",28.54,"P004_05"
"Player_004",16,1,0.632,"T20",28.45,"P004_05"
"Player_004",68,1,0.286,"Test",28.8,"P004_05"
"Player_004",17,1,0.833,"Test",28.93,"P004_05"
"Player_004",29,0,0.497,"ODI",28.8,"P004_05"
"Player_004",8,0,0.879,"ODI",29.21,"P004_05"
"Player_004",10,0,0.377,"Test",29.06,"P004_05"
"Player_004",28,0,0.333,"T20",29.31,"P004_05"
"Player_004",5,1,0.711,"T20",28.94,"P004_05"
"Player_004",10,1,0.313,"Test",29,"P004_05"
"Player_005",17,1,0.581,"ODI",31.86,"P005_01"
"Player_005",4,1,0.824,"Test",31.93,"P005_01"
"Player_005",2,1,0.547,"T20",31.75,"P005_01"
"Player_005",9,0,0.441,"ODI",31.68,"P005_01"
"Player_005",28,1,0.937,"Test",31.92,"P005_01"
"Player_005",10,0,0.731,"ODI",32.09,"P005_01"
"Player_005",43,1,0.507,"ODI",32.06,"P005_01"
"Player_005",74,1,0.271,"T20",31.85,"P005_01"
"Player_005",50,0,0.45,"T20",31.93,"P005_01"
"Player_005",22,1,0.926,"T20",32.24,"P005_01"
"Player_005",31,1,0.81,"T20",32.23,"P005_02"
"Player_005",16,0,0.685,"ODI",31.93,"P005_02"
"Player_005",11,1,0.911,"ODI",32.3,"P005_02"
"Player_005",42,0,0.258,"Test",32.15,"P005_02"
"Player_005",8,1,0.857,"T20",32.24,"P005_02"
"Player_005",14,0,0.336,"T20",32.23,"P005_02"
"Player_005",7,1,0.473,"T20",32.4,"P005_02"
"Player_005",45,1,0.764,"ODI",32.26,"P005_02"
"Player_005",95,1,0.546,"ODI",32.38,"P005_02"
"Player_005",16,1,0.925,"Test",31.95,"P005_02"
"Player_005",47,1,0.616,"Test",32.16,"P005_03"
"Player_005",12,0,0.414,"Test",32.34,"P005_03"
"Player_005",51,0,0.813,"ODI",32.21,"P005_03"
"Player_005",8,1,0.946,"ODI",32.37,"P005_03"
"Player_005",8,1,0.794,"Test",32.59,"P005_03"
"Player_005",44,1,0.722,"Test",32.31,"P005_03"
"Player_005",25,0,0.392,"Test",32.53,"P005_03"
"Player_005",23,1,0.283,"ODI",32.55,"P005_03"
"Player_005",68,1,0.247,"ODI",32.72,"P005_03"
"Player_005",7,0,0.739,"ODI",32.76,"P005_03"
"Player_005",9,0,0.593,"ODI",32.78,"P005_04"
"Player_005",36,0,0.493,"ODI",32.44,"P005_04"
"Player_005",17,1,0.791,"ODI",32.47,"P005_04"
"Player_005",15,0,0.779,"T20",32.88,"P005_04"
"Player_005",15,0,0.823,"T20",32.66,"P005_04"
"Player_005",3,0,0.809,"Test",32.99,"P005_04"
"Player_005",4,0,0.864,"ODI",33.11,"P005_04"
"Player_005",16,0,0.415,"Test",33.14,"P005_04"
"Player_005",15,1,0.757,"ODI",32.83,"P005_04"
"Player_005",26,1,0.476,"T20",33.04,"P005_04"
"Player_005",10,0,0.609,"ODI",33.06,"P005_05"
"Player_005",27,1,0.43,"T20",33.04,"P005_05"
"Player_005",14,1,0.661,"ODI",33.21,"P005_05"
"Player_005",3,0,0.256,"T20",33.11,"P005_05"
"Player_005",35,1,0.226,"Test",33.1,"P005_05"
"Player_005",36,1,0.487,"T20",33.11,"P005_05"
"Player_005",9,1,0.772,"T20",32.99,"P005_05"
"Player_005",17,1,0.687,"Test",33.19,"P005_05"
"Player_005",53,0,0.396,"ODI",33.19,"P005_05"
"Player_005",8,1,0.72,"ODI",33.18,"P005_05"
"Player_006",121,1,0.948,"T20",24.11,"P006_01"
"Player_006",38,1,0.868,"Test",24.23,"P006_01"
"Player_006",27,0,0.795,"T20",24.06,"P006_01"
"Player_006",40,1,0.551,"T20",24.31,"P006_01"
"Player_006",51,0,0.432,"T20",24.07,"P006_01"
"Player_006",31,0,0.294,"ODI",24.27,"P006_01"
"Player_006",11,1,0.296,"T20",24.07,"P006_01"
"Player_006",13,0,0.321,"T20",24.61,"P006_01"
"Player_006",24,1,0.834,"ODI",24.47,"P006_01"
"Player_006",120,0,0.577,"Test",24.49,"P006_01"
"Player_006",19,0,0.694,"T20",24.41,"P006_02"
"Player_006",28,1,0.664,"Test",24.36,"P006_02"
"Player_006",22,1,0.681,"ODI",24.65,"P006_02"
"Player_006",29,0,0.716,"Test",24.86,"P006_02"
"Player_006",49,0,0.455,"Test",24.43,"P006_02"
"Player_006",88,1,0.298,"ODI",24.76,"P006_02"
"Player_006",5,0,0.55,"ODI",25,"P006_02"
"Player_006",109,1,0.386,"Test",24.58,"P006_02"
"Player_006",27,1,0.342,"Test",24.63,"P006_02"
"Player_006",40,0,0.268,"ODI",24.88,"P006_02"
"Player_006",50,0,0.638,"Test",24.91,"P006_03"
"Player_006",64,0,0.523,"ODI",24.91,"P006_03"
"Player_006",44,1,0.234,"Test",25.27,"P006_03"
"Player_006",62,1,0.773,"ODI",24.84,"P006_03"
"Player_006",15,0,0.296,"Test",24.8,"P006_03"
"Player_006",42,0,0.349,"T20",25.24,"P006_03"
"Player_006",17,0,0.303,"ODI",25.08,"P006_03"
"Player_006",11,0,0.446,"T20",25,"P006_03"
"Player_006",60,1,0.645,"T20",25.37,"P006_03"
"Player_006",5,0,0.476,"T20",25.3,"P006_03"
"Player_006",49,1,0.798,"T20",25.38,"P006_04"
"Player_006",14,0,0.741,"T20",25.41,"P006_04"
"Player_006",61,1,0.311,"T20",25.3,"P006_04"
"Player_006",65,1,0.435,"Test",25.38,"P006_04"
"Player_006",23,1,0.855,"T20",25.45,"P006_04"
"Player_006",18,1,0.594,"ODI",25.58,"P006_04"
"Player_006",32,1,0.658,"Test",25.47,"P006_04"
"Player_006",11,1,0.778,"T20",25.46,"P006_04"
"Player_006",37,1,0.56,"T20",25.47,"P006_04"
"Player_006",45,1,0.872,"ODI",25.53,"P006_04"
"Player_006",75,0,0.418,"ODI",25.37,"P006_05"
"Player_006",13,1,0.9,"T20",25.63,"P006_05"
"Player_006",21,0,0.382,"T20",25.53,"P006_05"
"Player_006",43,1,0.738,"Test",25.59,"P006_05"
"Player_006",33,0,0.505,"ODI",25.85,"P006_05"
"Player_006",35,0,0.689,"Test",25.97,"P006_05"
"Player_006",30,0,0.885,"Test",25.79,"P006_05"
"Player_006",42,0,0.902,"ODI",25.96,"P006_05"
"Player_006",19,1,0.413,"T20",25.88,"P006_05"
"Player_006",23,0,0.448,"T20",26.26,"P006_05"
"Player_007",33,1,0.626,"Test",22.73,"P007_01"
"Player_007",6,1,0.82,"T20",22.86,"P007_01"
"Player_007",4,1,0.443,"Test",22.62,"P007_01"
"Player_007",2,1,0.765,"ODI",22.92,"P007_01"
"Player_007",85,0,0.247,"Test",22.44,"P007_01"
"Player_007",50,1,0.718,"T20",22.85,"P007_01"
"Player_007",48,0,0.559,"ODI",22.49,"P007_01"
"Player_007",79,1,0.726,"ODI",22.95,"P007_01"
"Player_007",14,0,0.594,"T20",22.97,"P007_01"
"Player_007",47,0,0.63,"Test",22.93,"P007_01"
"Player_007",77,1,0.268,"T20",22.81,"P007_02"
"Player_007",27,0,0.585,"ODI",22.91,"P007_02"
"Player_007",54,0,0.497,"Test",23.12,"P007_02"
"Player_007",89,0,0.518,"T20",22.73,"P007_02"
"Player_007",62,1,0.481,"ODI",22.82,"P007_02"
"Player_007",30,1,0.482,"T20",23.11,"P007_02"
"Player_007",21,0,0.334,"T20",22.89,"P007_02"
"Player_007",79,0,0.826,"Test",23,"P007_02"
"Player_007",29,1,0.818,"Test",23.26,"P007_02"
"Player_007",31,0,0.903,"T20",23.14,"P007_02"
"Player_007",46,0,0.38,"Test",23.12,"P007_03"
"Player_007",15,0,0.384,"Test",22.94,"P007_03"
"Player_007",25,0,0.305,"ODI",22.96,"P007_03"
"Player_007",101,1,0.633,"T20",23.01,"P007_03"
"Player_007",5,0,0.51,"ODI",23.18,"P007_03"
"Player_007",18,0,0.669,"ODI",23.09,"P007_03"
"Player_007",46,1,0.789,"ODI",22.88,"P007_03"
"Player_007",9,1,0.482,"T20",23.18,"P007_03"
"Player_007",23,1,0.886,"T20",23.03,"P007_03"
"Player_007",12,0,0.491,"ODI",23.38,"P007_03"
"Player_007",116,0,0.239,"ODI",23.41,"P007_04"
"Player_007",29,0,0.341,"T20",23.37,"P007_04"
"Player_007",12,1,0.427,"Test",23.48,"P007_04"
"Player_007",80,0,0.76,"ODI",23.41,"P007_04"
"Player_007",16,0,0.614,"ODI",23.31,"P007_04"
"Player_007",7,1,0.431,"ODI",23.32,"P007_04"
"Player_007",25,1,0.771,"ODI",23.52,"P007_04"
"Player_007",34,0,0.756,"Test",23.62,"P007_04"
"Player_007",93,0,0.347,"Test",23.71,"P007_04"
"Player_007",20,1,0.613,"T20",23.74,"P007_04"
"Player_007",104,1,0.546,"T20",23.53,"P007_05"
"Player_007",124,0,0.593,"Test",23.35,"P007_05"
"Player_007",2,0,0.251,"Test",23.58,"P007_05"
"Player_007",29,1,0.245,"T20",23.64,"P007_05"
"Player_007",1,0,0.599,"ODI",23.59,"P007_05"
"Player_007",122,1,0.602,"ODI",23.86,"P007_05"
"Player_007",52,0,0.28,"Test",23.54,"P007_05"
"Player_007",17,1,0.811,"ODI",23.81,"P007_05"
"Player_007",43,1,0.713,"Test",23.93,"P007_05"
"Player_007",38,0,0.27,"ODI",23.75,"P007_05"
"Player_008",85,0,0.575,"ODI",25.78,"P008_01"
"Player_008",99,0,0.359,"T20",25.46,"P008_01"
"Player_008",21,0,0.335,"ODI",25.57,"P008_01"
"Player_008",12,1,0.897,"ODI",25.6,"P008_01"
"Player_008",7,1,0.708,"T20",25.72,"P008_01"
"Player_008",13,0,0.576,"ODI",25.78,"P008_01"
"Player_008",29,0,0.455,"T20",25.65,"P008_01"
"Player_008",52,1,0.371,"T20",25.64,"P008_01"
"Player_008",9,0,0.779,"ODI",25.85,"P008_01"
"Player_008",10,0,0.755,"ODI",25.8,"P008_01"
"Player_008",40,1,0.534,"ODI",25.76,"P008_02"
"Player_008",44,1,0.277,"Test",25.87,"P008_02"
"Player_008",8,1,0.848,"Test",25.98,"P008_02"
"Player_008",84,0,0.629,"Test",25.79,"P008_02"
"Player_008",30,1,0.426,"ODI",26.06,"P008_02"
"Player_008",85,0,0.471,"Test",26.03,"P008_02"
"Player_008",18,0,0.543,"Test",26.16,"P008_02"
"Player_008",255,1,0.53,"ODI",26.04,"P008_02"
"Player_008",28,0,0.425,"T20",25.91,"P008_02"
"Player_008",46,1,0.419,"T20",25.9,"P008_02"
"Player_008",14,0,0.444,"ODI",26.17,"P008_03"
"Player_008",2,0,0.711,"T20",26.26,"P008_03"
"Player_008",97,0,0.529,"ODI",26.22,"P008_03"
"Player_008",22,1,0.304,"ODI",26.35,"P008_03"
"Player_008",24,1,0.792,"Test",25.94,"P008_03"
"Player_008",73,1,0.608,"ODI",26.05,"P008_03"
"Player_008",52,0,0.282,"Test",26.4,"P008_03"
"Player_008",1,1,0.925,"ODI",26.17,"P008_03"
"Player_008",28,0,0.534,"ODI",26.19,"P008_03"
"Player_008",33,0,0.562,"ODI",26.42,"P008_03"
"Player_008",27,0,0.823,"T20",26.03,"P008_04"
"Player_008",56,1,0.461,"Test",26.13,"P008_04"
"Player_008",155,1,0.25,"Test",26.42,"P008_04"
"Player_008",9,0,0.897,"T20",26.46,"P008_04"
"Player_008",42,0,0.448,"ODI",26.39,"P008_04"
"Player_008",42,1,0.497,"T20",26.16,"P008_04"
"Player_008",62,1,0.492,"T20",26,"P008_04"
"Player_008",15,0,0.8,"T20",26.46,"P008_04"
"Player_008",83,1,0.285,"T20",26.2,"P008_04"
"Player_008",17,1,0.64,"ODI",26.34,"P008_04"
"Player_008",40,0,0.81,"T20",26.61,"P008_05"
"Player_008",6,1,0.288,"ODI",26.75,"P008_05"
"Player_008",17,0,0.583,"ODI",26.64,"P008_05"
"Player_008",14,0,0.616,"ODI",26.95,"P008_05"
"Player_008",27,1,0.665,"ODI",26.75,"P008_05"
"Player_008",29,1,0.507,"ODI",26.77,"P008_05"
"Player_008",53,1,0.325,"T20",26.72,"P008_05"
"Player_008",63,1,0.326,"ODI",26.76,"P008_05"
"Player_008",33,1,0.612,"Test",26.72,"P008_05"
"Player_008",27,0,0.77,"ODI",26.58,"P008_05"
"Player_009",81,0,0.423,"Test",27.91,"P009_01"
"Player_009",116,0,0.529,"Test",27.89,"P009_01"
"Player_009",33,1,0.846,"T20",27.94,"P009_01"
"Player_009",53,0,0.789,"Test",27.95,"P009_01"
"Player_009",14,0,0.443,"T20",27.82,"P009_01"
"Player_009",303,0,0.302,"ODI",27.85,"P009_01"
"Player_009",29,1,0.567,"T20",28.17,"P009_01"
"Player_009",44,1,0.539,"T20",28.13,"P009_01"
"Player_009",48,1,0.541,"ODI",28.14,"P009_01"
"Player_009",38,1,0.676,"T20",28.37,"P009_01"
"Player_009",27,1,0.819,"ODI",28.17,"P009_02"
"Player_009",23,1,0.61,"Test",28.62,"P009_02"
"Player_009",80,0,0.234,"T20",27.94,"P009_02"
"Player_009",56,0,0.897,"Test",27.99,"P009_02"
"Player_009",18,1,0.319,"ODI",28.54,"P009_02"
"Player_009",32,0,0.479,"T20",28.34,"P009_02"
"Player_009",70,0,0.522,"Test",28.5,"P009_02"
"Player_009",194,0,0.59,"ODI",28.47,"P009_02"
"Player_009",11,1,0.721,"ODI",28.46,"P009_02"
"Player_009",129,0,0.277,"ODI",28.42,"P009_02"
"Player_009",11,0,0.681,"T20",28.27,"P009_03"
"Player_009",30,0,0.658,"Test",28.51,"P009_03"
"Player_009",18,1,0.662,"ODI",28.38,"P009_03"
"Player_009",29,1,0.464,"ODI",28.57,"P009_03"
"Player_009",6,1,0.784,"T20",28.56,"P009_03"
"Player_009",15,1,0.354,"T20",28.36,"P009_03"
"Player_009",24,0,0.571,"Test",28.68,"P009_03"
"Player_009",48,0,0.596,"Test",28.72,"P009_03"
"Player_009",18,1,0.474,"T20",28.41,"P009_03"
"Player_009",338,0,0.213,"Test",28.76,"P009_03"
"Player_009",72,1,0.58,"T20",28.57,"P009_04"
"Player_009",13,1,0.726,"Test",28.74,"P009_04"
"Player_009",21,0,0.583,"Test",28.68,"P009_04"
"Player_009",38,0,0.433,"ODI",28.6,"P009_04"
"Player_009",25,0,0.432,"T20",28.61,"P009_04"
"Player_009",39,0,0.731,"T20",29.05,"P009_04"
"Player_009",127,1,0.325,"Test",28.85,"P009_04"
"Player_009",33,0,0.779,"Test",29,"P009_04"
"Player_009",41,0,0.572,"T20",28.99,"P009_04"
"Player_009",80,0,0.476,"ODI",28.86,"P009_04"
"Player_009",13,0,0.233,"Test",28.87,"P009_05"
"Player_009",108,1,0.89,"Test",28.93,"P009_05"
"Player_009",37,1,0.368,"Test",29.22,"P009_05"
"Player_009",52,1,0.819,"T20",29.02,"P009_05"
"Player_009",262,1,0.252,"ODI",28.91,"P009_05"
"Player_009",19,1,0.445,"T20",29.17,"P009_05"
"Player_009",84,0,0.548,"T20",29.01,"P009_05"
"Player_009",127,0,0.313,"ODI",29.16,"P009_05"
"Player_009",74,0,0.913,"Test",29.22,"P009_05"
"Player_009",33,1,0.278,"T20",29.35,"P009_05"
"Player_010",6,0,0.891,"T20",23.78,"P010_01"
"Player_010",40,0,0.579,"T20",23.94,"P010_01"
"Player_010",42,0,0.378,"ODI",23.99,"P010_01"
"Player_010",7,1,0.439,"ODI",24.08,"P010_01"
"Player_010",19,0,0.785,"T20",23.69,"P010_01"
"Player_010",27,0,0.602,"Test",23.89,"P010_01"
"Player_010",27,0,0.268,"T20",23.88,"P010_01"
"Player_010",32,1,0.311,"T20",24.12,"P010_01"
"Player_010",28,0,0.708,"ODI",24.1,"P010_01"
"Player_010",7,0,0.547,"Test",24.35,"P010_01"
"Player_010",27,0,0.298,"ODI",24.41,"P010_02"
"Player_010",13,1,0.888,"Test",23.9,"P010_02"
"Player_010",81,1,0.292,"ODI",24.11,"P010_02"
"Player_010",38,1,0.222,"T20",24.48,"P010_02"
"Player_010",40,0,0.406,"ODI",24.38,"P010_02"
"Player_010",21,1,0.574,"T20",24.42,"P010_02"
"Player_010",13,1,0.303,"Test",24.86,"P010_02"
"Player_010",6,0,0.942,"T20",24.32,"P010_02"
"Player_010",7,1,0.458,"T20",24.61,"P010_02"
"Player_010",7,0,0.222,"ODI",24.82,"P010_02"
"Player_010",46,1,0.775,"Test",24.78,"P010_03"
"Player_010",26,0,0.773,"Test",24.88,"P010_03"
"Player_010",97,1,0.466,"Test",24.54,"P010_03"
"Player_010",43,0,0.728,"ODI",24.89,"P010_03"
"Player_010",13,1,0.607,"Test",24.76,"P010_03"
